PROVCODE_A,PROVNAME_A,KOTCODE_A,KOTNAME_A,KECCODE_A,KECNAME_A,KELCODE_A,KELNAME_A,PROVCODE_B,PROVNAME_B,KOTCODE_B,KOTNAME_B,KECCODE_B,KECNAME_B,KELCODE_B,KELNAME_B,ACTION
32,JAWA BARAT,1,BOGOR,10,NANGGUNG,1,MALASARI,32,JAWA BARAT,1,BOGOR,10,NANGGUNG,1,MALASARI,match
32,JAWA BARAT,1,BOGOR,10,NANGGUNG,2,BANTAR KARET,32,JAWA BARAT,1,BOGOR,10,NANGGUNG,2,BANTAR KARET,match
32,JAWA BARAT,1,BOGOR,10,NANGGUNG,3,CISARUA,32,JAWA BARAT,1,BOGOR,10,NANGGUNG,3,CISARUA,match
32,JAWA BARAT,1,BOGOR,10,NANGGUNG,4,CURUG BITUNG,32,JAWA BARAT,1,BOGOR,10,NANGGUNG,4,CURUG BITUNG,match
32,JAWA BARAT,1,BOGOR,10,NANGGUNG,5,NANGGUNG,32,JAWA BARAT,1,BOGOR,10,NANGGUNG,5,NANGGUNG,match
32,JAWA BARAT,1,BOGOR,10,NANGGUNG,6,PANGKAL JAYA,32,JAWA BARAT,1,BOGOR,10,NANGGUNG,6,PANGKAL JAYA,match
32,JAWA BARAT,1,BOGOR,10,NANGGUNG,7,SUKALUYU,32,JAWA BARAT,1,BOGOR,10,NANGGUNG,7,SUKALUYU,match
32,JAWA BARAT,1,BOGOR,10,NANGGUNG,8,HAMBARO,32,JAWA BARAT,1,BOGOR,10,NANGGUNG,8,HAMBARO,match
32,JAWA BARAT,1,BOGOR,10,NANGGUNG,9,KALONG LIUD,32,JAWA BARAT,1,BOGOR,10,NANGGUNG,9,KALONG LIUD,match
32,JAWA BARAT,1,BOGOR,10,NANGGUNG,10,PARAKAN MUNCANG,32,JAWA BARAT,1,BOGOR,10,NANGGUNG,10,PARAKAN MUNCANG,match
32,JAWA BARAT,1,BOGOR,20,LEUWILIANG,1,PURASARI,32,JAWA BARAT,1,BOGOR,20,LEUWILIANG,1,PURASARI,match
32,JAWA BARAT,1,BOGOR,20,LEUWILIANG,2,PURASEDA,32,JAWA BARAT,1,BOGOR,20,LEUWILIANG,2,PURASEDA,match
32,JAWA BARAT,1,BOGOR,20,LEUWILIANG,3,KARYASARI,32,JAWA BARAT,1,BOGOR,20,LEUWILIANG,3,KARYASARI,match
32,JAWA BARAT,1,BOGOR,20,LEUWILIANG,4,PABANGBON,32,JAWA BARAT,1,BOGOR,20,LEUWILIANG,4,PABANGBON,match
32,JAWA BARAT,1,BOGOR,20,LEUWILIANG,5,KARACAK,32,JAWA BARAT,1,BOGOR,20,LEUWILIANG,5,KARACAK,match
32,JAWA BARAT,1,BOGOR,20,LEUWILIANG,6,BARENGKOK,32,JAWA BARAT,1,BOGOR,20,LEUWILIANG,6,BARENGKOK,match
32,JAWA BARAT,1,BOGOR,20,LEUWILIANG,7,CIBEBER II,32,JAWA BARAT,1,BOGOR,20,LEUWILIANG,7,CIBEBER II,match
32,JAWA BARAT,1,BOGOR,20,LEUWILIANG,16,CIBEBER I,32,JAWA BARAT,1,BOGOR,20,LEUWILIANG,16,CIBEBER I,match
32,JAWA BARAT,1,BOGOR,20,LEUWILIANG,17,LEUWIMEKAR,32,JAWA BARAT,1,BOGOR,20,LEUWILIANG,17,LEUWIMEKAR,match
32,JAWA BARAT,1,BOGOR,20,LEUWILIANG,18,LEUWILIANG,32,JAWA BARAT,1,BOGOR,20,LEUWILIANG,18,LEUWILIANG,match
32,JAWA BARAT,1,BOGOR,20,LEUWILIANG,19,KAREHKEL,32,JAWA BARAT,1,BOGOR,20,LEUWILIANG,19,KAREHKEL,match
32,JAWA BARAT,1,BOGOR,21,LEUWISADENG,1,WANGUN JAYA,32,JAWA BARAT,1,BOGOR,21,LEUWISADENG,1,WANGUN JAYA,match
32,JAWA BARAT,1,BOGOR,21,LEUWISADENG,2,SADENGKOLOT,32,JAWA BARAT,1,BOGOR,21,LEUWISADENG,2,SADENGKOLOT,match
32,JAWA BARAT,1,BOGOR,21,LEUWISADENG,3,LEUWISADENG,32,JAWA BARAT,1,BOGOR,21,LEUWISADENG,3,LEUWISADENG,match
32,JAWA BARAT,1,BOGOR,21,LEUWISADENG,4,SIBANTENG,32,JAWA BARAT,1,BOGOR,21,LEUWISADENG,4,SIBANTENG,match
32,JAWA BARAT,1,BOGOR,21,LEUWISADENG,5,BABAKAN SADENG,32,JAWA BARAT,1,BOGOR,21,LEUWISADENG,5,BABAKAN SADENG,match
32,JAWA BARAT,1,BOGOR,21,LEUWISADENG,6,SADENG,32,JAWA BARAT,1,BOGOR,21,LEUWISADENG,6,SADENG,match
32,JAWA BARAT,1,BOGOR,21,LEUWISADENG,7,KALONG II,32,JAWA BARAT,1,BOGOR,21,LEUWISADENG,7,KALONG II,match
32,JAWA BARAT,1,BOGOR,21,LEUWISADENG,8,KALONG I,32,JAWA BARAT,1,BOGOR,21,LEUWISADENG,8,KALONG I,match
32,JAWA BARAT,1,BOGOR,30,PAMIJAHAN,1,CIBUNIAN,32,JAWA BARAT,1,BOGOR,30,PAMIJAHAN,1,CIBUNIAN,match
32,JAWA BARAT,1,BOGOR,30,PAMIJAHAN,2,PURWABAKTI,32,JAWA BARAT,1,BOGOR,30,PAMIJAHAN,2,PURWABAKTI,match
32,JAWA BARAT,1,BOGOR,30,PAMIJAHAN,3,CIASMARA,32,JAWA BARAT,1,BOGOR,30,PAMIJAHAN,3,CIASMARA,match
32,JAWA BARAT,1,BOGOR,30,PAMIJAHAN,4,CIASIHAN,32,JAWA BARAT,1,BOGOR,30,PAMIJAHAN,4,CIASIHAN,match
32,JAWA BARAT,1,BOGOR,30,PAMIJAHAN,5,GUNUNG SARI,32,JAWA BARAT,1,BOGOR,30,PAMIJAHAN,5,GUNUNG SARI,match
32,JAWA BARAT,1,BOGOR,30,PAMIJAHAN,6,GUNUNG BUNDER 2,32,JAWA BARAT,1,BOGOR,30,PAMIJAHAN,6,GUNUNG BUNDER 2,match
32,JAWA BARAT,1,BOGOR,30,PAMIJAHAN,7,GUNUNG BUNDER 1,32,JAWA BARAT,1,BOGOR,30,PAMIJAHAN,7,GUNUNG BUNDER 1,match
32,JAWA BARAT,1,BOGOR,30,PAMIJAHAN,8,CIBENING,32,JAWA BARAT,1,BOGOR,30,PAMIJAHAN,8,CIBENING,match
32,JAWA BARAT,1,BOGOR,30,PAMIJAHAN,9,GUNUNG PICUNG,32,JAWA BARAT,1,BOGOR,30,PAMIJAHAN,9,GUNUNG PICUNG,match
32,JAWA BARAT,1,BOGOR,30,PAMIJAHAN,10,CIBITUNG KULON,32,JAWA BARAT,1,BOGOR,30,PAMIJAHAN,10,CIBITUNG KULON,match
32,JAWA BARAT,1,BOGOR,30,PAMIJAHAN,11,CIBITUNG WETAN,32,JAWA BARAT,1,BOGOR,30,PAMIJAHAN,11,CIBITUNG WETAN,match
32,JAWA BARAT,1,BOGOR,30,PAMIJAHAN,12,PAMIJAHAN,32,JAWA BARAT,1,BOGOR,30,PAMIJAHAN,12,PAMIJAHAN,match
32,JAWA BARAT,1,BOGOR,30,PAMIJAHAN,13,PASAREAN,32,JAWA BARAT,1,BOGOR,30,PAMIJAHAN,13,PASAREAN,match
32,JAWA BARAT,1,BOGOR,30,PAMIJAHAN,14,GUNUNG MENYAN,32,JAWA BARAT,1,BOGOR,30,PAMIJAHAN,14,GUNUNG MENYAN,match
32,JAWA BARAT,1,BOGOR,30,PAMIJAHAN,15,CIMAYANG,32,JAWA BARAT,1,BOGOR,30,PAMIJAHAN,15,CIMAYANG,match
32,JAWA BARAT,1,BOGOR,40,CIBUNGBULANG,1,SITU UDIK,32,JAWA BARAT,1,BOGOR,40,CIBUNGBULANG,1,SITU UDIK,match
32,JAWA BARAT,1,BOGOR,40,CIBUNGBULANG,2,SITU ILIR,32,JAWA BARAT,1,BOGOR,40,CIBUNGBULANG,2,SITU ILIR,match
32,JAWA BARAT,1,BOGOR,40,CIBUNGBULANG,3,CIBATOK 2,32,JAWA BARAT,1,BOGOR,40,CIBUNGBULANG,3,CIBATOK 2,match
32,JAWA BARAT,1,BOGOR,40,CIBUNGBULANG,4,CIARUTEN UDIK,32,JAWA BARAT,1,BOGOR,40,CIBUNGBULANG,4,CIARUTEN UDIK,match
32,JAWA BARAT,1,BOGOR,40,CIBUNGBULANG,5,CIBATOK 1,32,JAWA BARAT,1,BOGOR,40,CIBUNGBULANG,5,CIBATOK 1,match
32,JAWA BARAT,1,BOGOR,40,CIBUNGBULANG,6,SUKAMAJU,32,JAWA BARAT,1,BOGOR,40,CIBUNGBULANG,6,SUKAMAJU,match
32,JAWA BARAT,1,BOGOR,40,CIBUNGBULANG,7,CEMPLANG,32,JAWA BARAT,1,BOGOR,40,CIBUNGBULANG,7,CEMPLANG,match
32,JAWA BARAT,1,BOGOR,40,CIBUNGBULANG,8,GALUGA,32,JAWA BARAT,1,BOGOR,40,CIBUNGBULANG,8,GALUGA,match
32,JAWA BARAT,1,BOGOR,40,CIBUNGBULANG,9,DUKUH,32,JAWA BARAT,1,BOGOR,40,CIBUNGBULANG,9,DUKUH,match
32,JAWA BARAT,1,BOGOR,40,CIBUNGBULANG,10,CIMANGGU 2,32,JAWA BARAT,1,BOGOR,40,CIBUNGBULANG,10,CIMANGGU 2,match
32,JAWA BARAT,1,BOGOR,40,CIBUNGBULANG,11,CIMANGGU 1,32,JAWA BARAT,1,BOGOR,40,CIBUNGBULANG,11,CIMANGGU 1,match
32,JAWA BARAT,1,BOGOR,40,CIBUNGBULANG,12,GIRIMULYA,32,JAWA BARAT,1,BOGOR,40,CIBUNGBULANG,12,GIRIMULYA,match
32,JAWA BARAT,1,BOGOR,40,CIBUNGBULANG,13,LEUWEUNG KOLOT,32,JAWA BARAT,1,BOGOR,40,CIBUNGBULANG,13,LEUWEUNG KOLOT,match
32,JAWA BARAT,1,BOGOR,40,CIBUNGBULANG,14,CIARUTEN ILIR,32,JAWA BARAT,1,BOGOR,40,CIBUNGBULANG,14,CIARUTEN ILIR,match
32,JAWA BARAT,1,BOGOR,40,CIBUNGBULANG,15,CIJUJUNG,32,JAWA BARAT,1,BOGOR,40,CIBUNGBULANG,15,CIJUJUNG,match
32,JAWA BARAT,1,BOGOR,50,CIAMPEA,4,CIAMPEA UDIK,32,JAWA BARAT,1,BOGOR,50,CIAMPEA,4,CIAMPEA UDIK,match
32,JAWA BARAT,1,BOGOR,50,CIAMPEA,8,CINANGKA,32,JAWA BARAT,1,BOGOR,50,CIAMPEA,8,CINANGKA,match
32,JAWA BARAT,1,BOGOR,50,CIAMPEA,9,CIBUNTU,32,JAWA BARAT,1,BOGOR,50,CIAMPEA,9,CIBUNTU,match
32,JAWA BARAT,1,BOGOR,50,CIAMPEA,10,CICADAS,32,JAWA BARAT,1,BOGOR,50,CIAMPEA,10,CICADAS,match
32,JAWA BARAT,1,BOGOR,50,CIAMPEA,11,TEGAL WARU,32,JAWA BARAT,1,BOGOR,50,CIAMPEA,11,TEGAL WARU,match
32,JAWA BARAT,1,BOGOR,50,CIAMPEA,12,BOJONG JENGKOL,32,JAWA BARAT,1,BOGOR,50,CIAMPEA,12,BOJONG JENGKOL,match
32,JAWA BARAT,1,BOGOR,50,CIAMPEA,13,CIHIDEUNG UDIK,32,JAWA BARAT,1,BOGOR,50,CIAMPEA,13,CIHIDEUNG UDIK,match
32,JAWA BARAT,1,BOGOR,50,CIAMPEA,14,CIHIDEUNG ILIR,32,JAWA BARAT,1,BOGOR,50,CIAMPEA,14,CIHIDEUNG ILIR,match
32,JAWA BARAT,1,BOGOR,50,CIAMPEA,15,CIBANTENG,32,JAWA BARAT,1,BOGOR,50,CIAMPEA,15,CIBANTENG,match
32,JAWA BARAT,1,BOGOR,50,CIAMPEA,16,BOJONG RANGKAS,32,JAWA BARAT,1,BOGOR,50,CIAMPEA,16,BOJONG RANGKAS,match
32,JAWA BARAT,1,BOGOR,50,CIAMPEA,17,CIBADAK,32,JAWA BARAT,1,BOGOR,50,CIAMPEA,17,CIBADAK,match
32,JAWA BARAT,1,BOGOR,50,CIAMPEA,18,BENTENG,32,JAWA BARAT,1,BOGOR,50,CIAMPEA,18,BENTENG,match
32,JAWA BARAT,1,BOGOR,50,CIAMPEA,19,CIAMPEA,32,JAWA BARAT,1,BOGOR,50,CIAMPEA,19,CIAMPEA,match
32,JAWA BARAT,1,BOGOR,51,TENJOLAYA,1,TAPOS 1,32,JAWA BARAT,1,BOGOR,51,TENJOLAYA,1,TAPOS 1,match
32,JAWA BARAT,1,BOGOR,51,TENJOLAYA,2,GUNUNG MALANG,32,JAWA BARAT,1,BOGOR,51,TENJOLAYA,2,GUNUNG MALANG,match
32,JAWA BARAT,1,BOGOR,51,TENJOLAYA,3,TAPOS 2,32,JAWA BARAT,1,BOGOR,51,TENJOLAYA,3,TAPOS 2,match
32,JAWA BARAT,1,BOGOR,51,TENJOLAYA,4,SITU DAUN,32,JAWA BARAT,1,BOGOR,51,TENJOLAYA,4,SITU DAUN,match
32,JAWA BARAT,1,BOGOR,51,TENJOLAYA,5,CIBITUNG TENGAH,32,JAWA BARAT,1,BOGOR,51,TENJOLAYA,5,CIBITUNG TENGAH,match
32,JAWA BARAT,1,BOGOR,51,TENJOLAYA,6,CINANGNENG,32,JAWA BARAT,1,BOGOR,51,TENJOLAYA,6,CINANGNENG,match
32,JAWA BARAT,1,BOGOR,60,DRAMAGA,1,PURWASARI,32,JAWA BARAT,1,BOGOR,60,DRAMAGA,1,PURWASARI,match
32,JAWA BARAT,1,BOGOR,60,DRAMAGA,2,PETIR,32,JAWA BARAT,1,BOGOR,60,DRAMAGA,2,PETIR,match
32,JAWA BARAT,1,BOGOR,60,DRAMAGA,3,SUKADAMAI,32,JAWA BARAT,1,BOGOR,60,DRAMAGA,3,SUKADAMAI,match
32,JAWA BARAT,1,BOGOR,60,DRAMAGA,4,SUKAWENING,32,JAWA BARAT,1,BOGOR,60,DRAMAGA,4,SUKAWENING,match
32,JAWA BARAT,1,BOGOR,60,DRAMAGA,5,NEGLASARI,32,JAWA BARAT,1,BOGOR,60,DRAMAGA,5,NEGLASARI,match
32,JAWA BARAT,1,BOGOR,60,DRAMAGA,6,SINAR SARI,32,JAWA BARAT,1,BOGOR,60,DRAMAGA,6,SINAR SARI,match
32,JAWA BARAT,1,BOGOR,60,DRAMAGA,7,CIHERANG,32,JAWA BARAT,1,BOGOR,60,DRAMAGA,7,CIHERANG,match
32,JAWA BARAT,1,BOGOR,60,DRAMAGA,8,DRAMAGA,32,JAWA BARAT,1,BOGOR,60,DRAMAGA,8,DRAMAGA,match
32,JAWA BARAT,1,BOGOR,60,DRAMAGA,9,BABAKAN,32,JAWA BARAT,1,BOGOR,60,DRAMAGA,9,BABAKAN,match
32,JAWA BARAT,1,BOGOR,60,DRAMAGA,10,CIKARAWANG,32,JAWA BARAT,1,BOGOR,60,DRAMAGA,10,CIKARAWANG,match
32,JAWA BARAT,1,BOGOR,70,CIOMAS,9,KOTA BATU,32,JAWA BARAT,1,BOGOR,70,CIOMAS,9,KOTA BATU,match
32,JAWA BARAT,1,BOGOR,70,CIOMAS,10,MEKARJAYA,32,JAWA BARAT,1,BOGOR,70,CIOMAS,10,MEKARJAYA,match
32,JAWA BARAT,1,BOGOR,70,CIOMAS,11,PARAKAN,32,JAWA BARAT,1,BOGOR,70,CIOMAS,11,PARAKAN,match
32,JAWA BARAT,1,BOGOR,70,CIOMAS,12,CIOMAS,32,JAWA BARAT,1,BOGOR,70,CIOMAS,12,CIOMAS,match
32,JAWA BARAT,1,BOGOR,70,CIOMAS,13,PAGELARAN,32,JAWA BARAT,1,BOGOR,70,CIOMAS,13,PAGELARAN,match
32,JAWA BARAT,1,BOGOR,70,CIOMAS,14,SUKAMAKMUR,32,JAWA BARAT,1,BOGOR,70,CIOMAS,14,SUKAMAKMUR,match
32,JAWA BARAT,1,BOGOR,70,CIOMAS,15,CIAPUS,32,JAWA BARAT,1,BOGOR,70,CIOMAS,15,CIAPUS,match
32,JAWA BARAT,1,BOGOR,70,CIOMAS,16,SUKAHARJA,32,JAWA BARAT,1,BOGOR,70,CIOMAS,16,SUKAHARJA,match
32,JAWA BARAT,1,BOGOR,70,CIOMAS,17,PADASUKA,32,JAWA BARAT,1,BOGOR,70,CIOMAS,17,PADASUKA,match
32,JAWA BARAT,1,BOGOR,70,CIOMAS,18,CIOMAS RAHAYU,32,JAWA BARAT,1,BOGOR,70,CIOMAS,18,CIOMAS RAHAYU,match
32,JAWA BARAT,1,BOGOR,70,CIOMAS,19,LALADON,32,JAWA BARAT,1,BOGOR,70,CIOMAS,19,LALADON,match
32,JAWA BARAT,1,BOGOR,71,TAMANSARI,1,SUKAJADI,32,JAWA BARAT,1,BOGOR,71,TAMANSARI,1,SUKAJADI,match
32,JAWA BARAT,1,BOGOR,71,TAMANSARI,2,SUKALUYU,32,JAWA BARAT,1,BOGOR,71,TAMANSARI,2,SUKALUYU,match
32,JAWA BARAT,1,BOGOR,71,TAMANSARI,3,SUKAJAYA,32,JAWA BARAT,1,BOGOR,71,TAMANSARI,3,SUKAJAYA,match
32,JAWA BARAT,1,BOGOR,71,TAMANSARI,4,SUKARESMI,32,JAWA BARAT,1,BOGOR,71,TAMANSARI,4,SUKARESMI,match
32,JAWA BARAT,1,BOGOR,71,TAMANSARI,5,PASIR EURIH,32,JAWA BARAT,1,BOGOR,71,TAMANSARI,5,PASIR EURIH,match
32,JAWA BARAT,1,BOGOR,71,TAMANSARI,6,TAMAN SARI,32,JAWA BARAT,1,BOGOR,71,TAMANSARI,6,TAMAN SARI,match
32,JAWA BARAT,1,BOGOR,71,TAMANSARI,7,SUKAMANTRI,32,JAWA BARAT,1,BOGOR,71,TAMANSARI,7,SUKAMANTRI,match
32,JAWA BARAT,1,BOGOR,71,TAMANSARI,8,SIRNAGALIH,32,JAWA BARAT,1,BOGOR,71,TAMANSARI,8,SIRNAGALIH,match
32,JAWA BARAT,1,BOGOR,80,CIJERUK,10,WARUNG MENTENG,32,JAWA BARAT,1,BOGOR,80,CIJERUK,10,WARUNG MENTENG,match
32,JAWA BARAT,1,BOGOR,80,CIJERUK,11,CIJERUK,32,JAWA BARAT,1,BOGOR,80,CIJERUK,11,CIJERUK,match
32,JAWA BARAT,1,BOGOR,80,CIJERUK,12,CIPELANG,32,JAWA BARAT,1,BOGOR,80,CIJERUK,12,CIPELANG,match
32,JAWA BARAT,1,BOGOR,80,CIJERUK,13,CIBALUNG,32,JAWA BARAT,1,BOGOR,80,CIJERUK,13,CIBALUNG,match
32,JAWA BARAT,1,BOGOR,80,CIJERUK,14,CIPICUNG,32,JAWA BARAT,1,BOGOR,80,CIJERUK,14,CIPICUNG,match
32,JAWA BARAT,1,BOGOR,80,CIJERUK,15,TANJUNG SARI,32,JAWA BARAT,1,BOGOR,80,CIJERUK,15,TANJUNG SARI,match
32,JAWA BARAT,1,BOGOR,80,CIJERUK,16,TAJUR HALANG,32,JAWA BARAT,1,BOGOR,80,CIJERUK,16,TAJUR HALANG,match
32,JAWA BARAT,1,BOGOR,80,CIJERUK,17,PALASARI,32,JAWA BARAT,1,BOGOR,80,CIJERUK,17,PALASARI,match
32,JAWA BARAT,1,BOGOR,80,CIJERUK,18,SUKAHARJA,32,JAWA BARAT,1,BOGOR,80,CIJERUK,18,SUKAHARJA,match
32,JAWA BARAT,1,BOGOR,81,CIGOMBONG,1,TUGU JAYA,32,JAWA BARAT,1,BOGOR,81,CIGOMBONG,1,TUGU JAYA,match
32,JAWA BARAT,1,BOGOR,81,CIGOMBONG,2,CIGOMBONG,32,JAWA BARAT,1,BOGOR,81,CIGOMBONG,2,CIGOMBONG,match
32,JAWA BARAT,1,BOGOR,81,CIGOMBONG,3,WATES JAYA,32,JAWA BARAT,1,BOGOR,81,CIGOMBONG,3,WATES JAYA,match
32,JAWA BARAT,1,BOGOR,81,CIGOMBONG,4,SROGOL,32,JAWA BARAT,1,BOGOR,81,CIGOMBONG,4,SROGOL,match
32,JAWA BARAT,1,BOGOR,81,CIGOMBONG,5,CIBURUY,32,JAWA BARAT,1,BOGOR,81,CIGOMBONG,5,CIBURUY,match
32,JAWA BARAT,1,BOGOR,81,CIGOMBONG,6,CISALADA,32,JAWA BARAT,1,BOGOR,81,CIGOMBONG,6,CISALADA,match
32,JAWA BARAT,1,BOGOR,81,CIGOMBONG,7,PASIR JAYA,32,JAWA BARAT,1,BOGOR,81,CIGOMBONG,7,PASIR JAYA,match
32,JAWA BARAT,1,BOGOR,81,CIGOMBONG,8,CIBURAYUT,32,JAWA BARAT,1,BOGOR,81,CIGOMBONG,8,CIBURAYUT,match
32,JAWA BARAT,1,BOGOR,81,CIGOMBONG,9,CIADEG,32,JAWA BARAT,1,BOGOR,81,CIGOMBONG,9,CIADEG,match
32,JAWA BARAT,1,BOGOR,90,CARINGIN,1,PASIR BUNCIR,32,JAWA BARAT,1,BOGOR,90,CARINGIN,1,PASIR BUNCIR,match
32,JAWA BARAT,1,BOGOR,90,CARINGIN,2,CINAGARA,32,JAWA BARAT,1,BOGOR,90,CARINGIN,2,CINAGARA,match
32,JAWA BARAT,1,BOGOR,90,CARINGIN,3,TANGKIL,32,JAWA BARAT,1,BOGOR,90,CARINGIN,3,TANGKIL,match
32,JAWA BARAT,1,BOGOR,90,CARINGIN,4,PASIR MUNCANG,32,JAWA BARAT,1,BOGOR,90,CARINGIN,4,PASIR MUNCANG,match
32,JAWA BARAT,1,BOGOR,90,CARINGIN,5,MUARA JAYA,32,JAWA BARAT,1,BOGOR,90,CARINGIN,5,MUARA JAYA,match
32,JAWA BARAT,1,BOGOR,90,CARINGIN,6,CARINGIN,32,JAWA BARAT,1,BOGOR,90,CARINGIN,6,CARINGIN,match
32,JAWA BARAT,1,BOGOR,90,CARINGIN,7,LEMAH DUHUR,32,JAWA BARAT,1,BOGOR,90,CARINGIN,7,LEMAH DUHUR,match
32,JAWA BARAT,1,BOGOR,90,CARINGIN,8,CIMANDE,32,JAWA BARAT,1,BOGOR,90,CARINGIN,8,CIMANDE,match
32,JAWA BARAT,1,BOGOR,90,CARINGIN,9,PANCAWATI,32,JAWA BARAT,1,BOGOR,90,CARINGIN,9,PANCAWATI,match
32,JAWA BARAT,1,BOGOR,90,CARINGIN,10,CIDERUM,32,JAWA BARAT,1,BOGOR,90,CARINGIN,10,CIDERUM,match
32,JAWA BARAT,1,BOGOR,90,CARINGIN,11,CIHERANG PONDOK,32,JAWA BARAT,1,BOGOR,90,CARINGIN,11,CIHERANG PONDOK,match
32,JAWA BARAT,1,BOGOR,90,CARINGIN,12,CIMANDE HILIR,32,JAWA BARAT,1,BOGOR,90,CARINGIN,12,CIMANDE HILIR,match
32,JAWA BARAT,1,BOGOR,100,CIAWI,1,CILEUNGSI,32,JAWA BARAT,1,BOGOR,100,CIAWI,1,CILEUNGSI,match
32,JAWA BARAT,1,BOGOR,100,CIAWI,2,CITAPEN,32,JAWA BARAT,1,BOGOR,100,CIAWI,2,CITAPEN,match
32,JAWA BARAT,1,BOGOR,100,CIAWI,3,CIBEDUG,32,JAWA BARAT,1,BOGOR,100,CIAWI,3,CIBEDUG,match
32,JAWA BARAT,1,BOGOR,100,CIAWI,4,BOJONG MURNI,32,JAWA BARAT,1,BOGOR,100,CIAWI,4,BOJONG MURNI,match
32,JAWA BARAT,1,BOGOR,100,CIAWI,5,JAMBU LUWUK,32,JAWA BARAT,1,BOGOR,100,CIAWI,5,JAMBU LUWUK,match
32,JAWA BARAT,1,BOGOR,100,CIAWI,6,BANJAR SARI,32,JAWA BARAT,1,BOGOR,100,CIAWI,6,BANJAR SARI,match
32,JAWA BARAT,1,BOGOR,100,CIAWI,7,BANJAR WANGI,32,JAWA BARAT,1,BOGOR,100,CIAWI,7,BANJAR WANGI,match
32,JAWA BARAT,1,BOGOR,100,CIAWI,8,BITUNG SARI,32,JAWA BARAT,1,BOGOR,100,CIAWI,8,BITUNG SARI,match
32,JAWA BARAT,1,BOGOR,100,CIAWI,9,TELUK PINANG,32,JAWA BARAT,1,BOGOR,100,CIAWI,9,TELUK PINANG,match
32,JAWA BARAT,1,BOGOR,100,CIAWI,10,BANJAR WARU,32,JAWA BARAT,1,BOGOR,100,CIAWI,10,BANJAR WARU,match
32,JAWA BARAT,1,BOGOR,100,CIAWI,11,CIAWI,32,JAWA BARAT,1,BOGOR,100,CIAWI,11,CIAWI,match
32,JAWA BARAT,1,BOGOR,100,CIAWI,12,BENDUNGAN,32,JAWA BARAT,1,BOGOR,100,CIAWI,12,BENDUNGAN,match
32,JAWA BARAT,1,BOGOR,100,CIAWI,13,PANDANSARI,32,JAWA BARAT,1,BOGOR,100,CIAWI,13,PANDANSARI,match
32,JAWA BARAT,1,BOGOR,110,CISARUA,1,CITEKO,32,JAWA BARAT,1,BOGOR,110,CISARUA,1,CITEKO,match
32,JAWA BARAT,1,BOGOR,110,CISARUA,2,CIBEUREUM,32,JAWA BARAT,1,BOGOR,110,CISARUA,2,CIBEUREUM,match
32,JAWA BARAT,1,BOGOR,110,CISARUA,3,TUGU SELATAN,32,JAWA BARAT,1,BOGOR,110,CISARUA,3,TUGU SELATAN,match
32,JAWA BARAT,1,BOGOR,110,CISARUA,4,TUGU UTARA,32,JAWA BARAT,1,BOGOR,110,CISARUA,4,TUGU UTARA,match
32,JAWA BARAT,1,BOGOR,110,CISARUA,5,BATU LAYANG,32,JAWA BARAT,1,BOGOR,110,CISARUA,5,BATU LAYANG,match
32,JAWA BARAT,1,BOGOR,110,CISARUA,6,CISARUA,32,JAWA BARAT,1,BOGOR,110,CISARUA,6,CISARUA,match
32,JAWA BARAT,1,BOGOR,110,CISARUA,7,KOPO,32,JAWA BARAT,1,BOGOR,110,CISARUA,7,KOPO,match
32,JAWA BARAT,1,BOGOR,110,CISARUA,8,LEUWIMALANG,32,JAWA BARAT,1,BOGOR,110,CISARUA,8,LEUWIMALANG,match
32,JAWA BARAT,1,BOGOR,110,CISARUA,9,JOGJOGAN,32,JAWA BARAT,1,BOGOR,110,CISARUA,9,JOGJOGAN,match
32,JAWA BARAT,1,BOGOR,110,CISARUA,10,CILEMBER,32,JAWA BARAT,1,BOGOR,110,CISARUA,10,CILEMBER,match
32,JAWA BARAT,1,BOGOR,120,MEGAMENDUNG,1,SUKARESMI,32,JAWA BARAT,1,BOGOR,120,MEGAMENDUNG,1,SUKARESMI,match
32,JAWA BARAT,1,BOGOR,120,MEGAMENDUNG,2,SUKAGALIH,32,JAWA BARAT,1,BOGOR,120,MEGAMENDUNG,2,SUKAGALIH,match
32,JAWA BARAT,1,BOGOR,120,MEGAMENDUNG,3,KUTA,32,JAWA BARAT,1,BOGOR,120,MEGAMENDUNG,3,KUTA,match
32,JAWA BARAT,1,BOGOR,120,MEGAMENDUNG,4,SUKAKARYA,32,JAWA BARAT,1,BOGOR,120,MEGAMENDUNG,4,SUKAKARYA,match
32,JAWA BARAT,1,BOGOR,120,MEGAMENDUNG,5,SUKAMANAH,32,JAWA BARAT,1,BOGOR,120,MEGAMENDUNG,5,SUKAMANAH,match
32,JAWA BARAT,1,BOGOR,120,MEGAMENDUNG,6,SUKAMAJU,32,JAWA BARAT,1,BOGOR,120,MEGAMENDUNG,6,SUKAMAJU,match
32,JAWA BARAT,1,BOGOR,120,MEGAMENDUNG,7,SUKAMAHI,32,JAWA BARAT,1,BOGOR,120,MEGAMENDUNG,7,SUKAMAHI,match
32,JAWA BARAT,1,BOGOR,120,MEGAMENDUNG,8,GADOG,32,JAWA BARAT,1,BOGOR,120,MEGAMENDUNG,8,GADOG,match
